id,neighbourhood_cleansed,room_type,price_clean,accommodates,bedrooms,beds,availability_365,number_of_reviews,review_scores_rating,latitude,longitude,instant_bookable,host_is_superhost,estimated_revenue_l365d
42907150,East Village,Entire home/apt,264.0,9,4.0,4.0,128,16,4.75,32.70221,-117.1474,f,t,0.0
42927258,Normal Heights,Entire home/apt,318.0,9,4.0,6.0,41,102,4.87,32.76734,-117.12295,f,t,20988.0
42932591,Balboa Park,Entire home/apt,232.0,10,3.0,5.0,330,338,4.92,32.71569,-117.14547,t,t,55680.0
42963429,East Village,Entire home/apt,136.0,4,1.0,1.0,365,0,,32.71096,-117.15236,f,f,0.0
43020705,Linda Vista,Entire home/apt,393.0,11,5.0,6.0,309,219,4.79,32.7735710144043,-117.17300415039062,t,t,70740.0
43022545,Mission Bay,Entire home/apt,872.0,16,5.0,9.0,268,0,,32.77607,-117.25297,f,f,0.0
43023194,Mission Bay,Entire home/apt,124.0,4,1.0,1.0,251,84,4.56,32.79353,-117.23323,t,f,16368.0
43068394,Pacific Beach,Entire home/apt,269.0,4,2.0,2.0,305,108,4.85,32.79696,-117.25539,t,f,22596.0
43102627,Lynwood Hills,Private room,61.0,2,1.0,1.0,34,11,4.73,32.629614755052955,-117.0356010273099,f,f,4026.0
43103470,Old Town,Entire home/apt,108.0,4,1.0,2.0,36,78,4.68,32.74839,-117.19031,f,t,7128.0
43116518,Old Town,Entire home/apt,85.0,4,1.0,2.0,37,74,4.68,32.7474250793457,-117.19065856933594,f,t,8160.0
43117356,Grant Hill,Entire home/apt,100.0,3,1.0,2.0,67,49,4.59,32.70799,-117.12848,f,f,1200.0
43125763,Mission Bay,Entire home/apt,136.0,3,1.0,4.0,344,337,4.86,32.78887,-117.25446,f,t,34680.0
43126060,Mission Bay,Entire home/apt,176.0,4,2.0,4.0,359,235,4.84,32.7879,-117.25277,f,t,36960.0
43130107,La Jolla,Entire home/apt,364.0,3,1.0,1.0,150,240,4.99,32.85428,-117.25203,t,t,92820.0
43133719,Old Town,Entire home/apt,91.0,4,0.0,2.0,21,132,4.78,32.74838,-117.18951,f,t,8736.0
43141738,Loma Portal,Entire home/apt,285.0,2,1.0,1.0,365,5,5.0,32.74629,-117.24135,f,f,0.0
43143132,Northwest,Entire home/apt,72.0,1,0.0,1.0,178,1,5.0,32.62695,-117.06944,f,f,0.0
43156125,Old Town,Entire home/apt,114.0,4,2.0,2.0,234,8,4.5,32.74941,-117.19063,f,f,7068.0
43156918,Little Italy,Entire home/apt,212.0,4,0.0,3.0,348,332,4.92,32.726929,-117.168953,f,t,54060.0
43159711,Wooded Area,Entire home/apt,644.0,16,6.0,6.0,60,207,4.99,32.70941,-117.23979,f,t,131376.0
43185971,Clairemont Mesa,Entire home/apt,170.0,4,2.0,2.0,37,2,5.0,32.82484,-117.18077,f,t,8160.0
43189202,City Heights East,Entire home/apt,96.0,2,1.0,2.0,87,107,4.91,32.74232,-117.07972,f,t,6336.0
43215916,North Clairemont,Entire home/apt,82.0,2,1.0,1.0,178,94,4.99,32.83432,-117.17189,f,t,20336.0
43230179,Loma Portal,Entire home/apt,112.0,4,2.0,2.0,55,203,4.79,32.74527,-117.22653,t,f,20160.0
43244603,Core,Entire home/apt,125.0,3,0.0,1.0,349,6,5.0,32.71544,-117.15522,f,,15500.0
43258720,La Jolla,Entire home/apt,275.0,2,1.0,1.0,264,220,4.97,32.84441,-117.27118,t,f,68200.0
43275745,Pacific Beach,Entire home/apt,171.0,2,1.0,1.0,226,37,4.81,32.79422,-117.24407,f,f,23940.0
43277453,Loma Portal,Private room,52.0,1,1.0,1.0,281,14,5.0,32.75526,-117.22309,f,f,9672.0
43279361,Roseville,Entire home/apt,631.0,8,3.0,5.0,213,160,4.94,32.72574,-117.24008,t,t,160905.0
43291593,Ocean Beach,Entire home/apt,1062.0,6,3.0,3.0,291,64,4.91,32.73645,-117.25396,f,t,178416.0
43293071,Wooded Area,Entire home/apt,892.0,16,6.0,13.0,325,55,4.56,32.7228,-117.25702,f,t,92768.0
43293355,Wooded Area,Entire home/apt,974.0,14,5.0,7.0,297,42,4.83,32.72549,-117.25812,f,t,85712.0
43293723,Ocean Beach,Entire home/apt,967.0,14,5.0,8.0,182,46,5.0,32.7283,-117.25428,f,t,92832.0
43300479,La Jolla,Entire home/apt,191.0,2,1.0,1.0,174,357,4.82,32.84205,-117.25474,f,t,44694.0
43301332,Ocean Beach,Entire home/apt,913.0,16,6.0,12.0,284,55,4.67,32.73113,-117.25531,f,t,65736.0
43311157,Pacific Beach,Private room,102.0,2,1.0,1.0,363,152,4.97,32.8045,-117.22178,t,t,23868.0
43318687,La Jolla,Entire home/apt,255.0,4,1.0,2.0,239,115,4.9,32.85316,-117.2542,t,f,21420.0
43324814,Ocean Beach,Entire home/apt,119.0,4,1.0,2.0,70,401,4.88,32.75275421142578,-117.2473373413086,t,t,30345.0
43325311,Ocean Beach,Entire home/apt,119.0,4,1.0,2.0,79,333,4.85,32.7526741027832,-117.24746704101562,t,t,30345.0
43325475,Ocean Beach,Entire home/apt,120.0,4,1.0,2.0,75,371,4.87,32.75270462036133,-117.24752044677734,t,t,30600.0
43336468,Gaslamp Quarter,Private room,185.0,4,2.0,1.0,89,7,5.0,32.71406,-117.1607,f,f,1110.0
43347514,Pacific Beach,Entire home/apt,192.0,4,1.0,2.0,33,165,4.88,32.80574,-117.25545,t,t,32256.0
43355227,Grant Hill,Entire home/apt,113.0,6,2.0,2.0,305,390,4.77,32.70712,-117.13501,t,t,28815.0
43357022,Gaslamp Quarter,Private room,127.0,1,1.0,1.0,77,8,5.0,32.71196,-117.1597,f,f,0.0
43357064,Gaslamp Quarter,Private room,128.0,2,1.0,0.0,69,17,5.0,32.71188,-117.16009,f,f,2304.0
43358191,Gaslamp Quarter,Private room,288.0,6,1.0,6.0,89,7,5.0,32.71194,-117.15943,f,f,0.0
43358275,Gaslamp Quarter,Private room,128.0,3,1.0,3.0,86,16,4.81,32.7118,-117.1599,f,f,1536.0
43363175,Wooded Area,Entire home/apt,106.0,4,0.0,2.0,86,372,4.82,32.71247863769531,-117.23683166503906,t,t,27030.0
43364499,East Village,Entire home/apt,120.0,2,1.0,1.0,86,0,,32.7089425,-117.1552561,f,f,0.0
43372837,East Village,Private room,62.0,1,1.0,1.0,129,2,5.0,32.71616,-117.15333,f,f,0.0
43382645,Mission Bay,Entire home/apt,378.0,6,2.0,4.0,274,58,4.98,32.78773951477337,-117.25360792674633,f,t,56700.0
43396916,Mira Mesa,Entire home/apt,275.0,12,5.0,5.0,130,141,4.93,32.93082,-117.14868,f,t,28050.0
43403011,Loma Portal,Entire home/apt,251.0,6,2.0,2.0,49,256,4.97,32.74627,-117.22689,f,t,60240.0
43405970,Pacific Beach,Entire home/apt,340.0,6,2.0,3.0,319,94,4.72,32.79588,-117.25621,t,t,44880.0
43413000,Loma Portal,Entire home/apt,174.0,5,2.0,4.0,249,216,4.84,32.7422,-117.24708,t,f,42804.0
43414345,La Jolla,Entire home/apt,384.0,6,2.0,3.0,218,233,4.93,32.81492,-117.27046,t,t,71424.0
43417493,Mountain View,Entire home/apt,252.0,10,4.0,6.0,260,61,4.72,32.69738,-117.11923,f,t,45864.0
43424205,Gaslamp Quarter,Shared room,44.0,1,1.0,1.0,83,93,4.8,32.7124,-117.15971,f,f,2112.0
43430718,Ocean Beach,Entire home/apt,587.0,12,3.0,6.0,61,3,5.0,32.7526741027832,-117.24746704101562,t,t,0.0
43432214,Mission Bay,Entire home/apt,650.0,10,3.0,5.0,207,141,4.89,32.77576,-117.25226,f,t,105300.0
43441203,East Village,Private room,56.0,1,1.0,0.0,143,3,4.67,32.71541,-117.15332,f,f,0.0
43444162,Mountain View,Entire home/apt,94.0,2,1.0,1.0,9,70,4.9,32.69726,-117.12091,f,t,7896.0
43446732,Mountain View,Entire home/apt,140.0,6,2.0,4.0,84,7,4.86,32.69681,-117.12064,f,t,840.0
43457168,La Jolla,Entire home/apt,238.0,8,4.0,5.0,165,105,4.84,32.8270487,-117.2738805,t,f,28560.0
43458231,Cortez Hill,Entire home/apt,95.0,2,1.0,2.0,325,12,4.75,32.72213,-117.16342,f,f,17670.0
43458737,Pacific Beach,Entire home/apt,158.0,6,2.0,4.0,287,249,4.98,32.79845,-117.25466,t,t,40290.0
43469020,Pacific Beach,Entire home/apt,444.0,7,3.0,4.0,332,88,5.0,32.7955,-117.23383,t,t,13320.0
43478273,Mission Bay,Entire home/apt,249.0,5,2.0,3.0,232,143,4.62,32.78959274291992,-117.25447845458984,f,f,43326.0
43486316,Midtown,Entire home/apt,183.0,2,1.0,1.0,354,165,4.98,32.74138,-117.16376,f,t,29646.0
43487153,Mission Bay,Entire home/apt,257.0,7,2.0,5.0,345,143,4.97,32.76631,-117.25147,f,t,41634.0
43491131,Loma Portal,Entire home/apt,592.0,15,5.0,7.0,343,158,4.88,32.74774,-117.24364,f,t,95904.0
43501257,Mission Bay,Entire home/apt,222.0,4,2.0,2.0,29,213,4.91,32.767593,-117.250755,f,t,51948.0
43509181,Gaslamp Quarter,Shared room,44.0,1,1.0,2.0,68,33,4.76,32.71233,-117.15939,f,f,792.0
43519757,Old Town,Entire home/apt,194.0,4,1.0,3.0,349,84,4.95,32.75521,-117.1957,f,t,49470.0
43524662,Pacific Beach,Entire home/apt,353.0,7,3.0,4.0,217,144,4.99,32.80619,-117.25666,t,t,36006.0
43535874,Pacific Beach,Entire home/apt,162.0,6,2.0,4.0,304,216,4.92,32.79845,-117.25466,t,t,41310.0
43578734,Mission Bay,Entire home/apt,128.0,3,0.0,1.0,352,301,4.84,32.78945,-117.25478,f,t,30720.0
43593869,Clairemont Mesa,Entire home/apt,136.0,4,2.0,2.0,364,2,5.0,32.80914,-117.17479,f,f,0.0
43597372,East Village,Entire home/apt,130.0,2,1.0,1.0,358,13,4.77,32.70986,-117.15514,f,f,24180.0
43602530,Mission Bay,Entire home/apt,426.0,10,3.0,8.0,132,169,4.67,32.78325,-117.25278,t,,66456.0
43602975,Mission Bay,Entire home/apt,158.0,4,1.0,2.0,34,135,4.72,32.78333282470703,-117.2522964477539,t,f,20856.0
43603780,North Hills,Entire home/apt,100.0,2,1.0,0.0,279,158,4.89,32.74115,-117.13246,f,f,6200.0
43610544,North Hills,Entire home/apt,131.0,4,2.0,2.0,171,192,4.88,32.74311,-117.13221,f,f,0.0
43640923,Pacific Beach,Entire home/apt,199.0,6,2.0,3.0,252,275,4.88,32.79874,-117.25236,t,t,50745.0
43651817,East Village,Entire home/apt,415.0,8,2.0,5.0,118,213,4.91,32.71381759643555,-117.15506744384766,f,t,52290.0
43652188,Park West,Entire home/apt,398.0,4,2.0,2.0,183,4,4.75,32.73023,-117.16844,f,f,24676.0
43657309,East Village,Entire home/apt,242.0,6,2.0,4.0,72,158,4.85,32.71107,-117.15481,f,t,52272.0
43660750,Pacific Beach,Entire home/apt,210.0,5,2.0,5.0,314,43,4.72,32.7978,-117.25773,f,t,25200.0
43668477,Rancho Bernadino,Entire home/apt,110.0,4,2.0,2.0,223,19,4.95,33.02858,-117.08151,f,t,28050.0
43669002,Clairemont Mesa,Entire home/apt,332.0,6,3.0,3.0,268,20,4.7,32.80156,-117.18674,f,f,9960.0
43680580,Pacific Beach,Entire home/apt,208.0,4,2.0,3.0,224,239,4.96,32.79845,-117.25466,t,t,53040.0
43681327,Linda Vista,Entire home/apt,71.0,2,1.0,1.0,13,115,4.83,32.77847,-117.16765,f,t,3834.0
43688286,Mission Bay,Entire home/apt,312.0,8,3.0,6.0,248,110,4.75,32.76755,-117.25195,t,f,20592.0
43689651,Mission Bay,Entire home/apt,481.0,12,3.0,8.0,234,158,4.9,32.76769,-117.25175,t,f,95238.0
43690884,West University Heights,Entire home/apt,164.0,4,2.0,3.0,127,162,4.92,32.75765,-117.14999,t,t,31488.0
43691263,East Village,Entire home/apt,176.0,4,1.0,1.0,73,375,4.93,32.71115,-117.15673,f,t,44880.0
43692032,Otay Ranch,Entire home/apt,668.0,10,5.0,8.0,365,39,4.74,32.61311,-116.99485,f,f,40080.0
43698470,Gaslamp Quarter,Private room,128.0,2,1.0,1.0,75,24,4.71,32.71212,-117.15975,f,f,768.0
43699226,Gaslamp Quarter,Private room,128.0,2,1.0,2.0,88,5,4.6,32.7141,-117.15989,f,f,768.0
43710755,Wooded Area,Entire home/apt,402.0,4,2.0,2.0,270,136,4.99,32.72005,-117.23718,f,t,102510.0
43711147,Mission Bay,Entire home/apt,298.0,8,3.0,6.0,339,97,4.77,32.76757,-117.25186,f,f,12516.0
43711485,Mission Bay,Entire home/apt,529.0,12,3.0,8.0,244,82,4.72,32.76769,-117.25175,t,f,28566.0
43716784,Mission Bay,Entire home/apt,354.0,6,2.0,2.0,172,36,4.94,32.77641,-117.25196,t,t,8496.0
43725063,Old Town,Entire home/apt,99.0,3,0.0,2.0,7,107,4.68,32.74745559692383,-117.19064331054688,f,t,7128.0
43727430,Mission Bay,Private room,57.0,2,1.0,1.0,283,227,4.88,32.58069,-117.03984,f,t,6840.0
43739011,University City,Private room,60.0,1,1.0,1.0,286,22,4.91,32.86579,-117.22371,f,f,0.0
43742108,Balboa Park,Entire home/apt,88.0,2,1.0,1.0,323,139,4.92,32.721462,-117.131264,f,t,0.0
43744154,Ocean Beach,Entire home/apt,485.0,5,2.0,5.0,335,146,4.94,32.727093,-117.255005,f,t,58200.0
43769655,Northwest,Entire home/apt,95.0,2,0.0,1.0,305,151,4.93,32.64116,-117.07152,f,t,23370.0
43790960,Park West,Entire home/apt,83.0,6,1.0,4.0,97,300,4.81,32.7274,-117.16505,t,f,21165.0
43791368,Park West,Entire home/apt,87.0,2,1.0,1.0,153,343,4.75,32.7274,-117.16505,t,f,22185.0
43791549,Park West,Entire home/apt,117.0,2,1.0,1.0,149,346,4.76,32.7274,-117.16505,t,f,29835.0
43791716,Park West,Entire home/apt,88.0,4,2.0,3.0,160,225,4.68,32.7274,-117.16505,t,f,12144.0
43799830,Mission Bay,Entire home/apt,494.0,6,3.0,4.0,341,65,4.97,32.78298,-117.25185,f,t,39520.0
43831115,Mission Bay,Private room,126.0,2,1.0,1.0,365,0,,32.78266,-117.25146,f,f,0.0
43832637,Mission Bay,Entire home/apt,262.0,6,3.0,4.0,326,65,4.95,32.78622,-117.25327,f,t,20436.0
43849892,Pacific Beach,Entire home/apt,260.0,6,3.0,3.0,236,48,4.9,32.80867,-117.25356,f,t,31200.0
43858524,City Heights West,Entire home/apt,83.0,3,0.0,1.0,239,14,4.71,32.74764,-117.11809,f,f,10292.0
43859115,Ocean Beach,Private room,92.0,2,1.0,1.0,18,265,4.93,32.74919,-117.2528,t,t,17664.0
43862206,West University Heights,Entire home/apt,187.0,2,1.0,1.0,333,6,5.0,32.7580038727713,-117.15285708191077,f,t,34782.0
43862934,La Jolla,Entire home/apt,129.0,4,1.0,1.0,221,369,4.83,32.81036,-117.26021,f,,32508.0
43867679,La Jolla,Private room,187.0,4,1.0,2.0,247,164,4.93,32.81551742553711,-117.26596069335938,f,t,21318.0
43873541,Midtown,Entire home/apt,170.0,9,3.0,4.0,64,261,4.78,32.74149,-117.17112,f,t,34680.0
43885027,Clairemont Mesa,Private room,78.0,1,5.0,5.0,364,30,4.83,32.82915,-117.18253,f,f,0.0
43900087,Mission Bay,Entire home/apt,148.0,4,1.0,1.0,322,119,4.86,32.79327,-117.23161,t,f,15984.0
43908417,La Jolla,Entire home/apt,184.0,3,1.0,2.0,211,265,4.81,32.8478,-117.27461,f,t,46920.0
43912272,Mission Bay,Entire home/apt,225.0,6,2.0,4.0,207,24,4.83,32.77745,-117.25302,f,f,2700.0
43912560,Mission Bay,Entire home/apt,262.0,8,3.0,5.0,299,11,4.82,32.77745,-117.25303,f,f,0.0
43912864,Mission Bay,Entire home/apt,568.0,14,5.0,12.0,201,2,4.5,32.77745,-117.25302,f,f,0.0
43916327,Mission Bay,Entire home/apt,379.0,12,3.0,11.0,124,302,4.84,32.76593,-117.25211,t,f,90960.0
43946635,Pacific Beach,Entire home/apt,203.0,6,2.0,4.0,306,186,4.91,32.79845,-117.25466,t,t,51765.0
43960063,Mission Bay,Entire home/apt,383.0,4,2.0,2.0,330,54,4.94,32.77343,-117.25123,f,t,13788.0
43960814,Mission Bay,Entire home/apt,450.0,2,2.0,2.0,328,41,4.73,32.77384,-117.25044,f,t,27000.0
43960953,Mission Bay,Entire home/apt,248.0,2,1.0,1.0,365,48,4.92,32.7728271484375,-117.25016784667967,f,t,29760.0
43971582,Mission Bay,Entire home/apt,138.0,4,1.0,2.0,365,15,4.53,32.7805578,-117.2523748,t,f,0.0
43984530,Mission Bay,Entire home/apt,141.0,5,1.0,2.0,236,181,4.72,32.79054,-117.2537,f,f,24534.0
43987273,North Hills,Entire home/apt,154.0,3,1.0,1.0,74,167,4.86,32.75866,-117.12951,f,f,8316.0
44000144,Old Town,Entire home/apt,75.0,1,1.0,1.0,88,0,,32.750099182128906,-117.17577362060548,f,f,0.0
44012344,Balboa Park,Entire home/apt,295.0,12,3.0,7.0,68,208,4.93,32.7282829284668,-117.13237762451172,t,t,75225.0
44014779,Eastlake Vistas,Entire home/apt,86.0,1,0.0,1.0,365,30,5.0,32.64134,-116.94141,f,t,15480.0
44015309,Gaslamp Quarter,Private room,133.0,6,2.0,4.0,328,194,4.88,32.71286,-117.16056,f,,20748.0
44015717,Pacific Beach,Entire home/apt,290.0,6,3.0,4.0,244,139,4.99,32.80999,-117.24762,f,f,40020.0
44020254,Ocean Beach,Private room,80.0,1,1.0,1.0,339,4,4.75,32.738,-117.25366,f,f,0.0
44021456,Ocean Beach,Private room,109.0,2,1.0,1.0,365,3,5.0,32.7402,-117.25332,f,f,0.0
44029603,Pacific Beach,Entire home/apt,150.0,6,2.0,3.0,70,264,4.75,32.80673,-117.23811,t,f,38250.0
44049265,North Hills,Entire home/apt,132.0,4,1.0,1.0,174,44,4.82,32.7436,-117.12298,f,f,0.0
44051217,Northwest,Entire home/apt,85.0,2,1.0,3.0,49,99,4.88,32.64815,-117.07463,f,t,7650.0
44051390,Mission Bay,Entire home/apt,113.0,4,1.0,2.0,293,274,4.92,32.79499816894531,-117.23272705078124,t,t,28815.0
44052038,Mission Bay,Entire home/apt,89.0,2,0.0,2.0,313,364,4.93,32.795,-117.23273,f,t,22695.0
44064471,La Jolla,Entire home/apt,518.0,8,4.0,5.0,242,3,5.0,32.84758,-117.26831,t,f,7252.0
44065074,North Hills,Entire home/apt,147.0,4,2.0,2.0,303,235,4.95,32.75125,-117.14471,f,t,37485.0
44073009,Pacific Beach,Entire home/apt,157.0,4,2.0,2.0,231,224,4.88,32.79745,-117.25438,t,t,36738.0
44087104,Mission Bay,Entire home/apt,126.0,2,0.0,1.0,161,67,4.87,32.77847,-117.25251,f,t,32130.0
44087172,Mission Bay,Entire home/apt,126.0,2,,1.0,58,140,4.89,32.77842,-117.25112,f,t,32130.0
44088247,Old Town,Entire home/apt,93.0,4,1.0,2.0,25,76,4.67,32.74745559692383,-117.19064331054688,f,t,5580.0
44090138,Ocean Beach,Entire home/apt,139.0,4,1.0,2.0,100,169,4.88,32.750332211175206,-117.25140766125318,t,t,16680.0
44103899,Pacific Beach,Entire home/apt,263.0,4,2.0,2.0,335,232,4.95,32.79669,-117.24899,t,t,67065.0
44105097,Pacific Beach,Entire home/apt,170.0,6,2.0,2.0,347,192,4.67,32.79971,-117.25754,t,t,19380.0
44113793,Grant Hill,Entire home/apt,146.0,4,1.0,2.0,146,114,4.81,32.7101773,-117.1226377,f,t,14016.0
44114479,Serra Mesa,Entire home/apt,200.0,8,3.0,3.0,64,263,4.88,32.79487228393555,-117.13516235351562,t,t,39600.0
44115452,Pacific Beach,Entire home/apt,173.0,2,1.0,1.0,347,279,4.95,32.79623,-117.24702,t,t,44115.0
44117074,Pacific Beach,Entire home/apt,132.0,4,1.0,1.0,353,219,4.78,32.79971,-117.25754,t,t,26928.0
44117255,Pacific Beach,Entire home/apt,109.0,2,1.0,1.0,311,214,4.76,32.79971,-117.25754,t,t,25506.0
44121218,Gaslamp Quarter,Private room,185.0,4,1.0,4.0,89,2,5.0,32.71237,-117.15956,f,f,0.0
44121225,Mission Bay,Entire home/apt,408.0,15,5.0,9.0,322,12,4.75,32.79063,-117.25094,f,f,0.0
44125053,Mountain View,Entire home/apt,91.0,2,1.0,1.0,12,50,4.9,32.6988,-117.11905,f,t,3822.0
44140264,City Heights West,Entire home/apt,112.0,4,2.0,2.0,143,42,4.86,32.74716,-117.11359,f,f,26880.0
44153987,Normal Heights,Entire home/apt,99.0,2,1.0,2.0,86,49,4.92,32.76706,-117.11477,f,f,12276.0
44163983,Mission Bay,Entire home/apt,126.0,4,0.0,1.0,145,96,4.77,32.79359,-117.23284,t,f,0.0
44169607,University City,Entire home/apt,176.0,4,1.0,1.0,296,248,4.96,32.86872,-117.22103,f,t,33792.0
44194062,North Hills,Entire home/apt,147.0,4,1.0,2.0,199,296,4.99,32.73969,-117.13102,f,t,37485.0
44243385,Loma Portal,Entire home/apt,550.0,6,2.0,4.0,308,20,5.0,32.74546,-117.24322,f,t,68200.0
44258044,Bay Park,Entire home/apt,213.0,4,1.0,2.0,253,207,4.98,32.78312540335211,-117.1874726373064,f,t,54315.0
44263742,East Village,Private room,57.0,1,1.0,1.0,365,4,4.25,32.71569,-117.152,f,f,0.0
44266540,Pacific Beach,Entire home/apt,193.0,2,0.0,1.0,252,210,4.9,32.80322,-117.25318,f,t,18528.0
44266715,Mission Bay,Entire home/apt,293.0,6,2.0,4.0,286,198,4.99,32.78163,-117.25268,f,t,74715.0
44294698,Bay Park,Entire home/apt,239.0,6,2.0,3.0,327,177,4.95,32.79422,-117.20162,f,t,41586.0
44335049,Columbia,Entire home/apt,206.0,5,2.0,2.0,130,31,4.87,32.7201,-117.16695,f,f,25544.0
44340770,Ocean Beach,Entire home/apt,214.0,4,2.0,2.0,171,153,4.97,32.7463,-117.25287,t,t,38520.0
44359770,Old Town,Entire home/apt,99.0,3,0.0,2.0,31,160,4.76,32.74745559692383,-117.19064331054688,f,t,10098.0
44361771,Old Town,Entire home/apt,132.0,3,1.0,1.0,92,2,5.0,32.74538,-117.18177,t,f,0.0
44364102,Ocean Beach,Entire home/apt,224.0,4,2.0,3.0,173,111,4.89,32.74632,-117.25287,t,t,18816.0
44377798,Mission Bay,Entire home/apt,164.0,5,2.0,3.0,306,13,4.62,32.78656,-117.25291,f,f,5904.0
44377805,Mission Bay,Entire home/apt,99.0,2,1.0,1.0,351,20,4.9,32.7866,-117.25291,f,f,2970.0
44377817,Mission Bay,Entire home/apt,373.0,9,4.0,5.0,277,0,,32.78656,-117.25291,f,f,0.0
44379737,North Hills,Entire home/apt,89.0,4,1.0,2.0,225,215,4.87,32.74315,-117.12058,f,t,21894.0
44380175,East Village,Entire home/apt,113.0,4,1.0,1.0,215,292,4.75,32.7102942,-117.1557719,f,t,28815.0
44393299,Carmel Valley,Entire home/apt,1656.0,10,5.0,6.0,358,4,5.0,32.92818,-117.23233,f,f,0.0
44394192,Mission Bay,Entire home/apt,919.0,12,6.0,6.0,151,53,4.85,32.791656494140625,-117.2483901977539,f,t,102928.0
44395661,North Clairemont,Entire home/apt,156.0,6,3.0,5.0,350,19,4.63,32.83032,-117.20096,t,f,38688.0
44448254,East Village,Private room,46.0,1,1.0,0.0,104,8,4.38,32.71634,-117.15339,f,f,2852.0
44449372,East Village,Private room,51.0,1,1.0,1.0,179,8,4.63,32.71708,-117.15142,f,f,9486.0
44451130,Linda Vista,Entire home/apt,217.0,11,4.0,5.0,325,388,4.9,32.78626,-117.17337,f,t,55335.0
44462317,La Jolla,Entire home/apt,466.0,4,2.0,2.0,272,102,4.81,32.8432137,-117.2801487,t,t,47532.0
44472475,Mission Bay,Entire home/apt,89.0,3,0.0,1.0,363,193,4.69,32.78914,-117.23651,t,,10680.0
44539548,Mission Bay,Entire home/apt,316.0,6,2.0,4.0,333,162,4.99,32.78331,-117.25175,f,t,49296.0
44555337,Pacific Beach,Entire home/apt,216.0,4,2.0,2.0,270,72,5.0,32.80633,-117.25268,f,t,20736.0
44575739,Mission Bay,Entire home/apt,258.0,3,0.0,2.0,338,88,4.77,32.77483,-117.25181,f,t,15480.0
44577626,Normal Heights,Entire home/apt,115.0,2,1.0,1.0,90,121,4.96,32.76601,-117.11712,f,t,29325.0
44579880,Pacific Beach,Entire home/apt,376.0,10,5.0,5.0,249,271,4.7,32.80966,-117.22943,f,f,90240.0
44585055,Mira Mesa,Entire home/apt,464.0,12,4.0,5.0,79,176,4.87,32.91685,-117.1542,t,t,47328.0
44592791,Park West,Entire home/apt,71.0,4,1.0,2.0,256,152,4.2,32.72971,-117.16597,t,f,8094.0
44608917,Linda Vista,Entire home/apt,204.0,4,2.0,2.0,364,2,4.0,32.79186489253276,-117.18238404295448,f,f,0.0
44615066,North Hills,Entire home/apt,118.0,2,0.0,1.0,269,22,4.91,32.73576,-117.12632,f,t,21948.0
44644966,Marina,Entire home/apt,200.0,6,2.0,3.0,178,1,5.0,32.71196,-117.1639,f,t,0.0
44645551,Gaslamp Quarter,Shared room,45.0,1,1.0,2.0,76,20,4.65,32.71405,-117.15952,f,f,1620.0
44659253,Pacific Beach,Entire home/apt,214.0,6,3.0,3.0,254,210,4.51,32.79766,-117.2498,t,f,44940.0
44671254,Clairemont Mesa,Private room,57.0,1,1.0,1.0,264,32,4.81,32.81352,-117.16782,f,t,4788.0
44683507,El Cerritos,Private room,95.0,2,1.0,1.0,252,150,4.93,32.7536,-117.0788,f,t,12540.0
44697260,Ocean Beach,Entire home/apt,237.0,4,1.0,2.0,310,17,4.88,32.74177,-117.25133,t,t,7110.0
44697268,Ocean Beach,Entire home/apt,237.0,4,1.0,2.0,103,11,4.91,32.74246,-117.25312,t,t,1422.0
44697279,Ocean Beach,Entire home/apt,237.0,4,1.0,2.0,244,18,4.89,32.74326,-117.253,t,t,4266.0
44697284,Ocean Beach,Entire home/apt,237.0,4,1.0,2.0,276,9,5.0,32.74145,-117.25165,t,t,1422.0
44697292,Ocean Beach,Entire home/apt,237.0,4,1.0,2.0,346,22,5.0,32.74329,-117.25253,t,t,5688.0
44698238,Balboa Park,Entire home/apt,300.0,3,2.0,2.0,365,1,5.0,32.71621,-117.14593,f,f,0.0
44701446,Pacific Beach,Entire home/apt,155.0,3,1.0,1.0,212,48,5.0,32.79376,-117.24608,t,t,4650.0
44717394,Serra Mesa,Entire home/apt,186.0,7,3.0,4.0,17,112,4.88,32.799061973586426,-117.14778049379294,f,f,11904.0
44745054,Mission Bay,Entire home/apt,861.0,16,6.0,10.0,76,38,4.87,32.77428,-117.25323,f,t,36162.0
44846320,University City,Entire home/apt,239.0,4,2.0,2.0,196,25,5.0,32.86076354980469,-117.21707153320312,f,t,59272.0
44921179,Ocean Beach,Entire home/apt,179.0,5,1.0,3.0,140,389,4.93,32.75209,-117.25175,t,t,45645.0
44950424,Roseville,Entire home/apt,101.0,6,2.0,3.0,341,340,4.99,32.72495,-117.23093,t,t,25755.0
44968237,Moreno Mission,Entire home/apt,544.0,16,6.0,8.0,118,129,4.86,32.77087,-117.19879,t,t,45696.0
44999453,Balboa Park,Entire home/apt,80.0,2,1.0,1.0,89,45,4.91,32.7145,-117.13046,f,t,14880.0
44999866,Pacific Beach,Entire home/apt,190.0,4,2.0,2.0,250,54,4.96,32.79374,-117.24612,t,t,7980.0
45013261,Ocean Beach,Entire home/apt,237.0,4,1.0,2.0,267,5,5.0,32.74179,-117.25109,t,t,1422.0
45028585,Midtown,Entire home/apt,128.0,2,1.0,1.0,172,191,4.87,32.73294,-117.17138,f,t,11520.0
45054105,North Hills,Entire home/apt,230.0,4,2.0,3.0,45,12,5.0,32.7488,-117.14019,f,f,16100.0
