id,neighbourhood_cleansed,room_type,price_clean,accommodates,bedrooms,beds,availability_365,number_of_reviews,review_scores_rating,latitude,longitude,instant_bookable,host_is_superhost,estimated_revenue_l365d
6,North Hills,Entire home/apt,211.0,7,3.0,6.0,331,202,4.84,32.75522,-117.12873,f,t,50640.0
12447,Pacific Beach,Private room,82.0,2,1.0,0.0,304,7,4.86,32.80533,-117.234,f,t,3936.0
29967,Pacific Beach,Entire home/apt,184.0,6,2.0,3.0,331,129,4.76,32.80751,-117.2576,f,t,20608.0
62274,Pacific Beach,Private room,88.0,2,1.0,1.0,223,987,4.79,32.80583,-117.24244,f,t,22440.0
62949,Pacific Beach,Entire home/apt,105.0,2,0.0,0.0,182,1203,4.87,32.80655336124804,-117.23480750651348,f,t,26775.0
75668,North Hills,Private room,36.0,2,1.0,1.0,100,196,4.83,32.74699,-117.14243,f,f,0.0
77785,Old Town,Private room,90.0,1,1.0,1.0,88,20,4.85,32.749096,-117.191025,f,f,0.0
79300,North Hills,Private room,38.0,2,1.0,1.0,51,162,4.81,32.74715,-117.1428,f,f,0.0
103417,La Jolla,Private room,99.0,1,1.0,1.0,67,283,4.94,32.81321,-117.26853,f,f,17226.0
126344,Pacific Beach,Entire home/apt,417.0,8,3.0,6.0,192,206,4.72,32.80661,-117.25843,f,f,10008.0
132966,La Jolla,Entire home/apt,124.0,2,0.0,1.0,299,47,4.68,32.80934,-117.25913,f,f,31620.0
165967,West University Heights,Entire home/apt,161.0,2,0.0,1.0,215,796,4.98,32.75314,-117.15142,t,t,40572.0
171212,Carmel Valley,Entire home/apt,197.0,6,3.0,3.0,274,80,4.58,32.94568,-117.23229,f,f,23640.0
176588,Moreno Mission,Entire home/apt,101.0,4,0.0,2.0,88,259,4.81,32.77361,-117.2004,f,f,0.0
182504,Midtown,Entire home/apt,235.0,3,2.0,2.0,35,288,4.95,32.74316,-117.16748,f,t,25380.0
184238,Loma Portal,Entire home/apt,190.0,4,1.0,2.0,320,671,4.93,32.74109,-117.24503,f,t,48450.0
189785,La Jolla,Private room,105.0,2,1.0,1.0,130,43,4.98,32.81041,-117.26637,f,t,0.0
190225,La Jolla,Entire home/apt,555.0,14,5.0,9.0,284,333,4.9,32.84006,-117.26922,f,t,109890.0
211583,Mission Bay,Entire home/apt,233.0,4,2.0,3.0,217,269,4.9,32.76757,-117.25103,f,t,25164.0
213653,Torrey Pines,Entire home/apt,333.0,10,4.0,5.0,70,72,4.94,32.92565,-117.24847,f,t,50616.0
241210,North Hills,Private room,40.0,1,1.0,1.0,218,94,4.77,32.75819,-117.13749,f,f,0.0
246264,Linda Vista,Entire home/apt,117.0,2,1.0,1.0,304,64,4.83,32.79579,-117.17383,f,t,14508.0
289088,Midtown,Entire home/apt,81.0,1,1.0,1.0,82,517,4.79,32.74277,-117.17735,f,f,20655.0
292285,Loma Portal,Entire home/apt,125.0,3,2.0,2.0,47,67,4.61,32.75031,-117.23056,f,f,7750.0
293609,West University Heights,Entire home/apt,254.0,5,2.0,2.0,133,385,4.91,32.75906,-117.14445,f,t,60960.0
299720,Midtown,Entire home/apt,116.0,4,1.0,1.0,326,70,4.73,32.73464,-117.16452,f,t,21576.0
323773,Cortez Hill,Entire home/apt,225.0,4,2.0,2.0,365,3,5.0,32.72237,-117.1652,f,f,0.0
344565,East Village,Entire home/apt,140.0,4,2.0,2.0,38,5,5.0,32.71051022353358,-117.15320339574274,f,f,8680.0
359971,West University Heights,Entire home/apt,107.0,2,1.0,1.0,212,107,4.87,32.75568,-117.14679,f,t,23112.0
366811,Clairemont Mesa,Entire home/apt,130.0,4,1.0,2.0,16,406,4.9,32.81801,-117.16826,f,t,19500.0
373322,Mission Bay,Entire home/apt,350.0,5,2.0,3.0,286,27,4.56,32.7924,-117.23138,f,f,4200.0
385760,Loma Portal,Private room,64.0,2,1.0,1.0,303,93,4.95,32.75711,-117.22541,f,f,3968.0
395071,Mission Bay,Entire home/apt,144.0,6,2.0,8.0,266,81,4.76,32.79069,-117.25314,f,f,1728.0
401431,Ocean Beach,Entire home/apt,113.0,2,1.0,1.0,189,122,4.89,32.75103,-117.24745,f,t,21018.0
438786,North Hills,Entire home/apt,102.0,3,0.0,1.0,315,719,4.82,32.74966,-117.14462,f,t,26010.0
443994,Clairemont Mesa,Entire home/apt,114.0,2,1.0,1.0,55,201,4.89,32.80279,-117.18976,f,t,23940.0
472433,La Jolla,Entire home/apt,1100.0,8,5.0,5.0,242,53,4.94,32.82787,-117.27975,f,f,39600.0
483688,Moreno Mission,Entire home/apt,193.0,10,3.0,5.0,100,417,4.82,32.76597,-117.19067,f,t,27792.0
506774,Balboa Park,Entire home/apt,70.0,2,0.0,2.0,350,333,4.73,32.71941,-117.129,f,t,8680.0
560227,Mission Bay,Entire home/apt,196.0,2,3.0,3.0,365,2,5.0,32.7873,-117.25408,f,f,0.0
561997,Bay Park,Entire home/apt,229.0,6,2.0,3.0,350,246,4.96,32.80574591854606,-117.19545635388924,f,t,27480.0
571822,La Jolla,Entire home/apt,839.0,11,4.0,5.0,0,329,4.87,32.81561,-117.26318,f,t,90612.0
576112,Pacific Beach,Entire home/apt,156.0,2,1.0,1.0,57,866,4.86,32.80451,-117.25308,f,t,39780.0
585426,Normal Heights,Entire home/apt,171.0,8,4.0,5.0,150,204,4.66,32.76731,-117.125,f,t,32832.0
585469,South Park,Entire home/apt,95.0,2,1.0,1.0,320,743,4.9,32.72963,-117.12269,f,t,24225.0
589254,Midtown,Private room,82.0,2,1.0,1.0,267,193,4.92,32.74217,-117.16377,f,f,0.0
597609,La Jolla,Entire home/apt,645.0,4,2.0,2.0,0,112,4.96,32.82901,-117.27849,f,f,0.0
599607,Midtown,Entire home/apt,133.0,1,1.0,1.0,365,18,5.0,32.74259,-117.17566,f,f,0.0
610920,La Jolla,Entire home/apt,852.0,5,3.0,3.0,21,18,4.94,32.81247850502419,-117.26754791027172,f,t,15336.0
651542,Midtown,Entire home/apt,153.0,5,2.0,2.0,273,218,4.89,32.74323,-117.17623,f,t,9792.0
655822,Rancho Penasquitos,Entire home/apt,392.0,6,3.0,3.0,272,13,4.77,32.9524,-117.11426,f,f,0.0
657051,South Park,Entire home/apt,137.0,3,2.0,3.0,349,327,4.85,32.72266,-117.12402,t,t,17262.0
693579,Balboa Park,Entire home/apt,88.0,2,1.0,1.0,365,1,5.0,32.7159,-117.14481,f,f,0.0
707175,Marina,Entire home/apt,129.0,2,2.0,2.0,364,3,5.0,32.70958,-117.16148,f,t,7998.0
723387,Pacific Beach,Entire home/apt,179.0,2,1.0,1.0,281,189,4.86,32.79429,-117.24269,f,t,24702.0
741131,Linda Vista,Entire home/apt,146.0,2,1.0,1.0,298,58,4.7,32.79647,-117.17435,f,t,0.0
778962,North Hills,Entire home/apt,183.0,4,1.0,1.0,87,346,4.86,32.7505,-117.14171,f,t,13176.0
789549,East Village,Entire home/apt,200.0,4,2.0,2.0,165,23,4.96,32.70918,-117.15443,f,f,0.0
797668,Mission Bay,Entire home/apt,214.0,6,2.0,5.0,274,479,4.88,32.75994,-117.2489,f,t,54570.0
806120,South Park,Entire home/apt,139.0,4,2.0,3.0,104,70,4.8,32.72267,-117.12399,t,t,35445.0
810931,East Village,Private room,57.0,1,1.0,1.0,92,4,5.0,32.71724,-117.15306,f,f,0.0
816942,Grantville,Entire home/apt,136.0,4,1.0,1.0,280,136,4.9,32.78608,-117.10822,f,t,34680.0
821576,Pacific Beach,Entire home/apt,206.0,6,2.0,2.0,355,90,4.73,32.80691,-117.25604,f,t,19776.0
821991,North Hills,Entire home/apt,147.0,2,1.0,1.0,328,617,4.95,32.744736362381026,-117.13011908100432,f,t,37485.0
873742,South Park,Entire home/apt,142.0,4,1.0,2.0,209,621,4.89,32.72521,-117.1274,f,t,23856.0
885550,Grantville,Entire home/apt,106.0,6,2.0,3.0,253,39,4.85,32.78346,-117.10798,f,f,26288.0
887573,Mission Bay,Private room,66.0,2,1.0,1.0,328,107,4.86,32.79113,-117.23302,f,t,3168.0
888310,Park West,Entire home/apt,138.0,2,1.0,1.0,85,24,4.92,32.72904,-117.16486,f,t,34224.0
906070,Carmel Valley,Entire home/apt,86.0,2,1.0,1.0,334,31,4.76,32.94909,-117.23244,f,f,15996.0
918743,College Area,Private room,45.0,1,1.0,1.0,266,117,4.81,32.76313,-117.0798,f,f,8370.0
925146,La Jolla,Entire home/apt,170.0,4,0.0,1.0,209,503,4.7,32.82857,-117.27858,f,f,43350.0
925170,La Jolla,Entire home/apt,140.0,2,1.0,1.0,212,687,4.77,32.82714,-117.27705,t,f,35700.0
960642,East Village,Entire home/apt,155.0,4,2.0,2.0,95,6,4.67,32.70962,-117.15445,f,f,9610.0
962857,Gaslamp Quarter,Entire home/apt,140.0,2,1.0,2.0,264,23,4.48,32.70968,-117.16045,f,f,0.0
964412,Pacific Beach,Entire home/apt,322.0,6,1.0,4.0,223,17,4.82,32.79923,-117.25734,f,t,0.0
973850,La Jolla,Entire home/apt,342.0,6,2.0,3.0,173,52,4.85,32.83126,-117.27444,f,f,4104.0
977917,Pacific Beach,Entire home/apt,322.0,6,1.0,2.0,297,35,4.8,32.8009,-117.25708,f,t,0.0
977935,Pacific Beach,Entire home/apt,399.0,6,1.0,4.0,34,11,5.0,32.79963,-117.25728,f,t,2394.0
977954,Pacific Beach,Entire home/apt,322.0,6,1.0,6.0,164,26,4.77,32.80122,-117.25934,f,t,1932.0
977963,Pacific Beach,Entire home/apt,322.0,4,1.0,1.0,241,12,4.92,32.80108,-117.2589,f,t,0.0
977985,Pacific Beach,Entire home/apt,399.0,6,1.0,3.0,254,49,4.92,32.79835,-117.25596,f,t,0.0
978168,Pacific Beach,Entire home/apt,322.0,4,1.0,2.0,314,13,4.85,32.79644,-117.25628,f,t,0.0
978187,Pacific Beach,Entire home/apt,322.0,6,1.0,3.0,265,35,4.83,32.79619,-117.25586,f,t,3864.0
978199,Pacific Beach,Entire home/apt,322.0,4,1.0,2.0,247,25,4.96,32.79824,-117.25601,f,t,0.0
978275,Pacific Beach,Entire home/apt,449.0,6,2.0,4.0,253,46,4.85,32.79943,-117.25704,f,t,2694.0
978319,Pacific Beach,Entire home/apt,449.0,8,2.0,3.0,145,9,4.89,32.80078,-117.25895,f,t,0.0
978349,Pacific Beach,Entire home/apt,449.0,6,2.0,3.0,180,9,5.0,32.80114,-117.25841,f,t,0.0
978368,Pacific Beach,Entire home/apt,552.0,8,2.0,3.0,181,26,4.88,32.80111,-117.25744,f,t,3312.0
980232,Pacific Beach,Entire home/apt,449.0,6,2.0,3.0,173,13,5.0,32.8009,-117.25871,f,t,0.0
980406,Pacific Beach,Entire home/apt,500.0,8,2.0,4.0,250,16,4.63,32.79901,-117.25725,f,t,0.0
992004,Mission Bay,Entire home/apt,198.0,2,1.0,3.0,118,73,4.53,32.78514,-117.25292,f,f,0.0
992009,Mission Bay,Entire home/apt,185.0,2,1.0,2.0,52,64,4.66,32.78728,-117.25393,f,f,0.0
998231,Linda Vista,Entire home/apt,300.0,4,2.0,2.0,358,91,4.81,32.7813,-117.18205,f,f,0.0
1003174,Balboa Park,Private room,51.0,1,1.0,1.0,362,38,4.92,32.72829,-117.13077,f,f,0.0
1034805,Pacific Beach,Entire home/apt,452.0,8,4.0,5.0,0,16,4.44,32.80629,-117.24603,t,f,0.0
1037247,La Jolla,Entire home/apt,114.0,2,0.0,1.0,226,770,4.62,32.82882,-117.27689,t,f,29070.0
1063149,North Hills,Entire home/apt,243.0,4,2.0,2.0,6,93,4.97,32.75169,-117.13169,f,f,7290.0
1066097,Bay Park,Private room,79.0,2,1.0,1.0,130,60,4.9,32.78155,-117.20103,f,t,3792.0
1072842,Balboa Park,Entire home/apt,143.0,2,1.0,1.0,270,146,4.77,32.72254,-117.12924,f,f,0.0
1081071,Mission Bay,Entire home/apt,295.0,12,3.0,7.0,298,311,4.76,32.76026,-117.24697,f,t,75225.0
1083576,North Hills,Entire home/apt,99.0,2,0.0,2.0,224,840,4.87,32.74577,-117.13193,f,t,25245.0
1109171,North Hills,Entire home/apt,61.0,2,1.0,2.0,265,319,4.89,32.74672,-117.12161,f,f,15555.0
1115516,Pacific Beach,Private room,84.0,2,1.0,1.0,289,50,4.82,32.80746,-117.23471,f,t,5040.0
1133487,Ocean Beach,Entire home/apt,121.0,4,2.0,3.0,145,226,4.89,32.75296,-117.24718,f,t,30855.0
1166766,Bay Park,Entire home/apt,856.0,14,5.0,6.0,274,36,4.44,32.78337,-117.19911,f,f,25680.0
1167130,Old Town,Entire home/apt,1098.0,12,5.0,8.0,323,35,4.71,32.74569,-117.18702,t,f,19764.0
1183323,Mission Bay,Entire home/apt,255.0,6,2.0,3.0,268,222,4.83,32.78385925292969,-117.2520751953125,f,t,36720.0
1198495,La Jolla,Entire home/apt,335.0,5,2.0,2.0,352,203,4.75,32.84386,-117.27335,f,f,40200.0
1233047,Roseville,Entire home/apt,341.0,6,3.0,4.0,364,125,4.74,32.72637,-117.23791,f,f,14322.0
1246698,South Park,Entire home/apt,166.0,4,2.0,2.0,135,125,4.94,32.72632,-117.12641,t,t,26892.0
1252651,Ocean Beach,Entire home/apt,250.0,4,2.0,2.0,271,271,4.89,32.74276,-117.25235,f,f,25500.0
1255655,Mission Valley,Entire home/apt,158.0,4,2.0,2.0,277,32,4.94,32.77351,-117.14657,f,t,19592.0
1284694,Grant Hill,Entire home/apt,115.0,3,1.0,2.0,180,201,4.7,32.71084,-117.14251,f,t,0.0
1301778,Ocean Beach,Entire home/apt,241.0,6,2.0,3.0,232,524,4.96,32.748878479003906,-117.2509765625,f,,61455.0
1309621,Mission Bay,Entire home/apt,360.0,8,3.0,4.0,320,140,4.85,32.76643753051758,-117.2522964477539,f,t,38880.0
1316496,Pacific Beach,Entire home/apt,343.0,8,3.0,4.0,116,323,4.74,32.80727,-117.25695,t,t,34986.0
1339446,Midtown,Private room,131.0,2,1.0,2.0,364,28,4.93,32.74874,-117.14694,f,f,0.0
1346986,University City,Private room,100.0,2,1.0,1.0,337,330,4.98,32.84688,-117.21555,f,t,7200.0
1347072,Linda Vista,Entire home/apt,129.0,4,1.0,2.0,61,217,4.92,32.79093,-117.18899,f,f,0.0
1374898,West University Heights,Entire home/apt,115.0,4,1.0,2.0,216,459,4.78,32.7631,-117.14528,t,t,18630.0
1388706,Del Mar Heights,Entire home/apt,463.0,6,3.0,3.0,267,113,4.98,32.93485,-117.25528,f,t,66672.0
1393531,Ocean Beach,Entire home/apt,1215.0,6,3.0,3.0,363,27,4.89,32.7521,-117.2501,f,f,0.0
1399003,Little Italy,Entire home/apt,113.0,2,1.0,1.0,119,16,4.69,32.72021,-117.16694,f,f,7006.0
1399627,Rancho Penasquitos,Entire home/apt,135.0,2,1.0,1.0,321,30,4.97,32.94723,-117.1143,f,t,34425.0
1402502,Pacific Beach,Entire home/apt,138.0,4,2.0,3.0,58,8,5.0,32.79729,-117.25606,f,f,0.0
1438332,Otay Ranch,Private room,68.0,1,1.0,1.0,364,51,4.98,32.63568,-116.98324,f,f,0.0
1471989,Bay Park,Entire home/apt,203.0,5,2.0,2.0,261,104,4.91,32.78725,-117.19874,f,t,12180.0
1479166,Ocean Beach,Entire home/apt,262.0,4,2.0,2.0,246,93,4.98,32.75159,-117.25048,f,t,12576.0
1484257,Pacific Beach,Entire home/apt,150.0,4,1.0,2.0,365,56,4.55,32.80003,-117.2366,f,f,4500.0
1508327,Mission Bay,Entire home/apt,240.0,5,1.0,2.0,361,55,4.56,32.78531,-117.25386,f,f,7200.0
1511791,Mission Bay,Entire home/apt,579.0,9,3.0,5.0,342,46,4.52,32.78574,-117.254,f,f,3474.0
1511818,Mission Bay,Entire home/apt,183.0,4,1.0,3.0,350,60,4.7,32.78568,-117.25392,f,f,6588.0
1529799,Little Italy,Entire home/apt,160.0,4,1.0,2.0,362,0,,32.72260536068163,-117.16908819973467,f,f,0.0
1570908,Bay Park,Entire home/apt,83.0,2,0.0,0.0,348,122,4.84,32.79125,-117.20184,f,t,19754.0
1579303,Mission Bay,Entire home/apt,233.0,5,2.0,4.0,301,384,4.9,32.76264,-117.25021,f,t,59415.0
1589977,La Jolla,Entire home/apt,206.0,2,1.0,1.0,74,165,4.83,32.82229,-117.2676,f,t,14832.0
1602553,Grant Hill,Entire home/apt,99.0,2,1.0,1.0,143,151,4.74,32.71139,-117.14231,f,t,6138.0
1629836,East Village,Entire home/apt,160.0,2,1.0,1.0,236,28,4.96,32.71076202392578,-117.15489959716795,f,t,39680.0
1632229,Mission Bay,Entire home/apt,215.0,4,1.0,2.0,0,510,4.94,32.78433,-117.25137,f,t,54825.0
1646885,Midtown,Entire home/apt,113.0,4,1.0,2.0,172,306,4.87,32.74141,-117.17774,f,t,17628.0
1650100,Mission Bay,Entire home/apt,366.0,10,3.0,4.0,280,33,4.39,32.77275,-117.2508,f,f,10980.0
1672059,Pacific Beach,Entire home/apt,160.0,4,2.0,3.0,194,18,5.0,32.80348,-117.23679,f,f,39680.0
1688146,Clairemont Mesa,Entire home/apt,433.0,7,4.0,5.0,269,13,4.08,32.82017,-117.19029,f,f,0.0
1696519,Pacific Beach,Entire home/apt,123.0,2,1.0,1.0,217,433,4.9,32.80259,-117.24146,f,t,31365.0
1707839,Kensington,Entire home/apt,456.0,6,3.0,3.0,358,7,4.86,32.77018,-117.10637,f,f,0.0
1712953,Mission Bay,Entire home/apt,360.0,5,1.0,2.0,337,87,4.75,32.78531,-117.25401,f,f,19440.0
1713214,Mission Bay,Entire home/apt,136.0,5,1.0,2.0,355,44,4.75,32.78524,-117.25375,f,f,4896.0
1713841,Clairemont Mesa,Private room,46.0,1,1.0,1.0,28,90,4.9,32.80862,-117.15669,f,t,3312.0
1717642,Midtown,Entire home/apt,148.0,3,2.0,2.0,263,166,4.86,32.74064,-117.17361,t,t,31080.0
1728300,Mission Bay,Entire home/apt,187.0,8,2.0,4.0,359,44,4.23,32.77265,-117.25075,f,f,0.0
1731316,Midtown,Entire home/apt,102.0,2,1.0,1.0,237,490,4.76,32.74226,-117.17433,t,t,16524.0
1743101,Grant Hill,Entire home/apt,105.0,2,1.0,2.0,113,138,4.66,32.71276,-117.14387,f,t,6510.0
1746543,North Hills,Entire home/apt,165.0,2,1.0,2.0,364,36,4.72,32.74027,-117.12716,f,t,0.0
1746666,North Hills,Entire home/apt,142.0,2,1.0,1.0,281,70,4.77,32.74043,-117.12706,f,t,17608.0
1750470,North Hills,Entire home/apt,152.0,2,1.0,1.0,267,51,4.92,32.74054,-117.1274,f,t,9424.0
1751254,North Hills,Entire home/apt,199.0,2,1.0,1.0,365,32,4.94,32.74051,-117.12782,f,t,2388.0
1762939,University City,Private room,69.0,1,1.0,2.0,311,67,4.82,32.86907,-117.22777,f,f,0.0
1766887,South Park,Private room,105.0,2,1.0,1.0,20,133,4.87,32.7262,-117.122,f,t,26775.0
1792566,Ocean Beach,Entire home/apt,163.0,6,2.0,3.0,125,609,4.81,32.74056,-117.25191,f,t,41565.0
1811134,Mission Bay,Entire home/apt,74.0,2,0.0,1.0,133,35,4.29,32.7677,-117.25116,f,f,0.0
1811602,Mission Bay,Entire home/apt,207.0,5,1.0,2.0,312,56,4.79,32.78522,-117.25389,f,f,12420.0
1831431,North Hills,Entire home/apt,140.0,3,1.0,1.0,221,355,4.93,32.73898,-117.12886,f,t,21840.0
1851985,Ocean Beach,Entire home/apt,505.0,8,3.0,5.0,236,213,4.84,32.73481,-117.24957,f,t,88880.0
1854742,Sabre Springs,Private room,285.0,2,1.0,1.0,365,10,4.4,32.94966,-117.1014,f,f,0.0
1868816,Pacific Beach,Entire home/apt,206.0,2,1.0,1.0,66,677,4.9,32.80175,-117.25532,f,t,52530.0
1873103,Mission Bay,Entire home/apt,187.0,8,2.0,6.0,250,34,4.53,32.78052,-117.25318,f,f,3366.0
1880748,East Village,Entire home/apt,129.0,5,2.0,3.0,268,12,5.0,32.70879,-117.15637,f,t,32895.0
1891351,Midtown,Entire home/apt,184.0,2,1.0,1.0,325,643,4.93,32.7451,-117.15332,f,t,46920.0
1898027,Mission Bay,Entire home/apt,342.0,8,4.0,5.0,353,25,4.24,32.78574,-117.25386,f,f,4104.0
1909693,Columbia,Private room,100.0,2,1.0,1.0,365,0,,32.7174,-117.16901,f,f,0.0
1917510,Little Italy,Entire home/apt,100.0,2,1.0,1.0,127,14,5.0,32.72614,-117.16853,f,f,6200.0
1956508,Ocean Beach,Entire home/apt,228.0,4,1.0,2.0,187,200,4.93,32.75358,-117.24973,f,t,47880.0
1960851,Mission Bay,Entire home/apt,247.0,7,2.0,5.0,304,101,4.62,32.78159,-117.25227,f,f,31122.0
1970250,Pacific Beach,Entire home/apt,268.0,5,2.0,3.0,129,357,4.78,32.80741,-117.25703,t,t,56280.0
1970541,Bay Park,Entire home/apt,102.0,2,1.0,1.0,52,58,4.91,32.79151,-117.20133,f,t,11220.0
1984267,Pacific Beach,Entire home/apt,84.0,2,0.0,1.0,259,354,4.88,32.80291,-117.24146,f,t,21420.0
2057123,Moreno Mission,Entire home/apt,130.0,6,2.0,3.0,107,382,4.84,32.76596,-117.19052,f,t,20280.0
2111987,Clairemont Mesa,Private room,79.0,1,1.0,2.0,89,5,4.8,32.81968,-117.18924,f,f,0.0
2122584,Bay Ho,Private room,54.0,1,1.0,1.0,12,78,4.86,32.81849,-117.21729,t,t,3240.0
2130260,La Jolla,Entire home/apt,290.0,4,3.0,6.0,232,29,5.0,32.826035,-117.274376,f,f,5800.0
2145806,South Park,Private room,75.0,2,1.0,1.0,0,128,4.86,32.72298,-117.12749,f,f,0.0
2150364,Mission Bay,Entire home/apt,158.0,2,0.0,1.0,164,412,4.77,32.77819,-117.2532,t,f,23700.0
2150980,Mission Bay,Entire home/apt,331.0,8,3.0,6.0,263,59,4.76,32.78821563720703,-117.25415802001952,f,t,78778.0
2150987,Normal Heights,Entire home/apt,235.0,4,2.0,2.0,150,321,4.88,32.765,-117.11758,f,t,49350.0
2151531,Mission Bay,Entire home/apt,787.0,7,3.0,8.0,109,276,4.92,32.77813,-117.2532,t,f,94440.0
2153431,Mission Bay,Entire home/apt,283.0,7,3.0,3.0,203,239,4.88,32.76677322387695,-117.25084686279295,t,t,37356.0
2153882,Mission Bay,Entire home/apt,250.0,5,2.0,2.0,260,278,4.94,32.76335,-117.25159,f,t,63750.0
2164379,North Hills,Entire home/apt,140.0,2,0.0,1.0,341,301,4.99,32.76512,-117.13188,f,f,27720.0
2214453,Mission Bay,Entire home/apt,186.0,3,1.0,1.0,273,139,4.97,32.766304479290596,-117.25106238831556,f,t,29760.0
2222269,Mission Bay,Entire home/apt,575.0,8,4.0,4.0,186,146,4.88,32.58179,-117.03184,f,t,41400.0
2222902,Mission Bay,Entire home/apt,616.0,6,3.0,4.0,178,23,4.78,32.78391,-117.25155,f,t,7392.0
2223857,Mission Bay,Entire home/apt,510.0,6,2.0,3.0,274,24,4.71,32.78391,-117.25155,f,t,0.0
2242507,Normal Heights,Private room,60.0,1,1.0,2.0,270,124,4.79,32.75762,-117.11232,f,f,1440.0
2303470,Talmadge,Entire home/apt,139.0,3,1.0,1.0,279,413,4.99,32.765217,-117.093178,f,t,35445.0
2345741,Roseville,Entire home/apt,343.0,6,3.0,3.0,117,35,4.94,32.72607,-117.23269,f,f,0.0
2360713,University City,Entire home/apt,274.0,4,2.0,2.0,365,99,4.94,32.87453,-117.21928,f,f,67952.0
2362084,Mission Bay,Entire home/apt,344.0,8,3.0,6.0,340,65,4.83,32.78895950317383,-117.25399017333984,f,t,67424.0
2368033,Clairemont Mesa,Entire home/apt,116.0,4,2.0,3.0,72,14,4.86,32.82905,-117.19261,f,f,0.0
2395974,Mission Bay,Entire home/apt,649.0,7,2.0,6.0,166,3,5.0,32.78168,-117.25132,f,t,0.0
2396129,Mission Bay,Entire home/apt,700.0,8,4.0,7.0,140,5,4.8,32.78156,-117.25123,f,t,0.0
2396438,Mission Bay,Entire home/apt,765.0,6,3.0,4.0,261,11,4.91,32.78201,-117.25134,f,t,0.0
2396477,Mission Bay,Entire home/apt,470.0,6,2.0,3.0,156,0,,32.78139,-117.25212,f,t,0.0
2396517,Mission Bay,Entire home/apt,556.0,7,2.0,3.0,204,6,4.83,32.78258,-117.25134,f,t,0.0
2396568,Mission Bay,Entire home/apt,638.0,6,2.0,5.0,257,16,4.5,32.78391,-117.25155,f,t,0.0
2418835,Mission Bay,Entire home/apt,616.0,6,2.0,5.0,243,12,5.0,32.78391,-117.25155,f,t,11088.0
2463167,North Hills,Entire home/apt,167.0,4,2.0,2.0,174,240,4.96,32.75301,-117.14232,f,t,7014.0
2464739,Ocean Beach,Entire home/apt,189.0,4,1.0,2.0,23,212,4.72,32.75057,-117.25004,f,f,17010.0
2477615,Mission Bay,Entire home/apt,694.0,12,4.0,6.0,257,169,4.95,32.78664,-117.239845,t,t,108264.0
2493673,Mission Bay,Entire home/apt,975.0,12,6.0,6.0,269,160,4.96,32.77443,-117.25056,t,t,152100.0
2493692,Mission Bay,Entire home/apt,639.0,6,2.0,5.0,257,9,4.67,32.78412,-117.25174,f,t,0.0
2494569,Mission Bay,Entire home/apt,164.0,6,2.0,3.0,99,44,4.73,32.77305,-117.2504,t,t,11480.0
2495375,Mission Bay,Entire home/apt,801.0,7,3.0,4.0,90,25,4.88,32.7748,-117.2525,t,t,0.0
2495693,Mission Bay,Entire home/apt,801.0,7,3.0,4.0,85,42,4.81,32.7748,-117.2524,t,t,56070.0
2508568,Mission Bay,Entire home/apt,155.0,7,2.0,3.0,339,466,4.75,32.763119,-117.250954,t,t,31620.0
2528690,Talmadge,Entire home/apt,299.0,5,3.0,3.0,151,76,4.91,32.76219124427155,-117.09109749035134,f,t,21528.0
2546692,North Hills,Entire home/apt,112.0,2,0.0,1.0,365,49,4.81,32.73884,-117.1271,f,t,13888.0
2551607,Pacific Beach,Entire home/apt,495.0,6,3.0,4.0,161,198,4.86,32.79674,-117.23085,f,f,19800.0
2598921,East Village,Entire home/apt,99.0,4,0.0,2.0,345,31,4.77,32.70948,-117.15443,f,f,6138.0
2620322,Mission Bay,Entire home/apt,161.0,2,0.0,1.0,331,773,4.9,32.76273091757224,-117.2500107300361,f,t,41055.0
2633036,El Cerritos,Entire home/apt,84.0,2,1.0,2.0,185,67,5.0,32.7585,-117.06831,f,f,20160.0
2636301,West University Heights,Entire home/apt,237.0,4,3.0,3.0,137,108,4.83,32.75521,-117.15734,f,t,12798.0
2664145,Mission Bay,Entire home/apt,403.0,8,3.0,4.0,181,63,4.92,32.77631,-117.25298,f,t,29016.0
2679898,Mission Bay,Entire home/apt,650.0,6,3.0,3.0,130,0,,32.78574,-117.25231,f,t,0.0
2695376,Ocean Beach,Entire home/apt,119.0,4,1.0,2.0,114,529,4.85,32.7447,-117.24796,f,t,30345.0
2703885,Mission Bay,Entire home/apt,631.0,6,3.0,3.0,256,0,,32.79063,-117.24229,f,t,0.0
2730356,Serra Mesa,Entire home/apt,110.0,2,1.0,1.0,207,561,4.94,32.79449,-117.12947,t,t,23760.0
2747722,Mission Bay,Entire home/apt,110.0,2,0.0,1.0,70,512,4.79,32.78291,-117.25227,f,t,28050.0
2763850,Loma Portal,Entire home/apt,125.0,2,1.0,1.0,359,15,4.87,32.75284,-117.22798,f,t,23250.0
2771788,North Hills,Entire home/apt,181.0,3,1.0,1.0,365,210,4.8,32.75693,-117.12949,f,t,1086.0
2842251,Talmadge,Entire home/apt,209.0,3,1.0,3.0,139,217,4.98,32.76207,-117.09376,f,t,18810.0
2847699,Old Town,Entire home/apt,129.0,2,1.0,1.0,90,123,4.88,32.74941975240831,-117.17522317136542,f,f,7740.0
2886898,Grant Hill,Private room,103.0,2,1.0,1.0,324,413,4.92,32.70822,-117.14661,f,t,23484.0
